assetId,employeeId,assetType,format,title,sourceSystem,lastModified
AST-EMP036-06,EMP036,spreadsheet,xlsx,Budget tracker - EMP036,OneDrive,2025-02-18
AST-EMP036-07,EMP036,spreadsheet-csv,csv,Department metrics export - EMP036,OneDrive,2025-02-08
AST-EMP036-08,EMP036,knowledge-note,md,Knowledge summary notes - EMP036,OneDrive,2025-03-08
AST-EMP037-01,EMP037,presentation,pptx,Project update deck - EMP037,OneDrive,2025-02-08
AST-EMP037-02,EMP037,pdf,pdf,Process compliance document - EMP037,OneDrive,2025-02-09
AST-EMP037-03,EMP037,word,docx,Design specification - EMP037,OneDrive,2025-02-10
AST-EMP037-04,EMP037,text,txt,Shift handoff notes - EMP037,OneDrive,2025-02-11
AST-EMP037-05,EMP037,onenote,one,Lab observations notebook - EMP037,OneDrive,2025-02-12
AST-EMP037-06,EMP037,spreadsheet,xlsx,Vendor comparison - EMP037,OneDrive,2025-02-19
AST-EMP037-07,EMP037,spreadsheet-csv,csv,Department metrics export - EMP037,OneDrive,2025-02-09
AST-EMP037-08,EMP037,knowledge-note,md,Knowledge summary notes - EMP037,OneDrive,2025-03-09
AST-EMP038-01,EMP038,presentation,pptx,Project update deck - EMP038,OneDrive,2025-02-09
AST-EMP038-02,EMP038,pdf,pdf,Process compliance document - EMP038,OneDrive,2025-02-10
AST-EMP038-03,EMP038,word,docx,Design specification - EMP038,OneDrive,2025-02-11
AST-EMP038-04,EMP038,text,txt,Shift handoff notes - EMP038,OneDrive,2025-02-12
AST-EMP038-05,EMP038,onenote,one,Lab observations notebook - EMP038,OneDrive,2025-02-13
AST-EMP038-06,EMP038,spreadsheet,xlsx,Shift productivity report - EMP038,OneDrive,2025-02-20
AST-EMP038-07,EMP038,spreadsheet-csv,csv,Department metrics export - EMP038,OneDrive,2025-02-10
AST-EMP038-08,EMP038,knowledge-note,md,Knowledge summary notes - EMP038,OneDrive,2025-03-10
AST-EMP039-01,EMP039,presentation,pptx,Project update deck - EMP039,OneDrive,2025-02-10
AST-EMP039-02,EMP039,pdf,pdf,Process compliance document - EMP039,OneDrive,2025-02-11
AST-EMP039-03,EMP039,word,docx,Design specification - EMP039,OneDrive,2025-02-12
AST-EMP039-04,EMP039,text,txt,Shift handoff notes - EMP039,OneDrive,2025-02-13
AST-EMP039-05,EMP039,onenote,one,Lab observations notebook - EMP039,OneDrive,2025-02-14
AST-EMP039-06,EMP039,spreadsheet,xlsx,Experiment data log - EMP039,OneDrive,2025-02-21
AST-EMP039-07,EMP039,spreadsheet-csv,csv,Department metrics export - EMP039,OneDrive,2025-02-11
AST-EMP039-08,EMP039,knowledge-note,md,Knowledge summary notes - EMP039,OneDrive,2025-03-11
AST-EMP040-01,EMP040,presentation,pptx,Project update deck - EMP040,OneDrive,2025-02-11
AST-EMP040-02,EMP040,pdf,pdf,Process compliance document - EMP040,OneDrive,2025-02-12
AST-EMP040-03,EMP040,word,docx,Design specification - EMP040,OneDrive,2025-02-13
AST-EMP040-04,EMP040,text,txt,Shift handoff notes - EMP040,OneDrive,2025-02-14
AST-EMP040-05,EMP040,onenote,one,Lab observations notebook - EMP040,OneDrive,2025-02-15
AST-EMP040-06,EMP040,spreadsheet,xlsx,Project resource tracker - EMP040,OneDrive,2025-02-22
AST-EMP040-07,EMP040,spreadsheet-csv,csv,Department metrics export - EMP040,OneDrive,2025-02-12
AST-EMP040-08,EMP040,knowledge-note,md,Knowledge summary notes - EMP040,OneDrive,2025-03-12
AST-EMP041-01,EMP041,presentation,pptx,Project update deck - EMP041,OneDrive,2025-02-12
AST-EMP041-02,EMP041,pdf,pdf,Process compliance document - EMP041,OneDrive,2025-02-13
AST-EMP041-03,EMP041,word,docx,Design specification - EMP041,OneDrive,2025-02-14
AST-EMP041-04,EMP041,text,txt,Shift handoff notes - EMP041,OneDrive,2025-02-15
AST-EMP041-05,EMP041,onenote,one,Lab observations notebook - EMP041,OneDrive,2025-02-16
AST-EMP041-06,EMP041,spreadsheet,xlsx,Equipment inventory tracker - EMP041,OneDrive,2025-02-23
AST-EMP041-07,EMP041,spreadsheet-csv,csv,Department metrics export - EMP041,OneDrive,2025-02-13
AST-EMP041-08,EMP041,knowledge-note,md,Knowledge summary notes - EMP041,OneDrive,2025-03-13
AST-EMP042-01,EMP042,presentation,pptx,Project update deck - EMP042,OneDrive,2025-02-13
AST-EMP042-02,EMP042,pdf,pdf,Process compliance document - EMP042,OneDrive,2025-02-14
AST-EMP042-03,EMP042,word,docx,Design specification - EMP042,OneDrive,2025-02-15
AST-EMP042-04,EMP042,text,txt,Shift handoff notes - EMP042,OneDrive,2025-02-16
AST-EMP042-05,EMP042,onenote,one,Lab observations notebook - EMP042,OneDrive,2025-02-17
AST-EMP042-06,EMP042,spreadsheet,xlsx,Skills matrix - EMP042,OneDrive,2025-02-24
AST-EMP042-07,EMP042,spreadsheet-csv,csv,Department metrics export - EMP042,OneDrive,2025-02-14
AST-EMP042-08,EMP042,knowledge-note,md,Knowledge summary notes - EMP042,OneDrive,2025-03-14
AST-EMP043-01,EMP043,presentation,pptx,Project update deck - EMP043,OneDrive,2025-02-14
AST-EMP043-02,EMP043,pdf,pdf,Process compliance document - EMP043,OneDrive,2025-02-15
AST-EMP043-03,EMP043,word,docx,Design specification - EMP043,OneDrive,2025-02-16
AST-EMP043-04,EMP043,text,txt,Shift handoff notes - EMP043,OneDrive,2025-02-17
AST-EMP043-05,EMP043,onenote,one,Lab observations notebook - EMP043,OneDrive,2025-02-18
AST-EMP043-06,EMP043,spreadsheet,xlsx,System resource utilization - EMP043,OneDrive,2025-02-25
AST-EMP043-07,EMP043,spreadsheet-csv,csv,Department metrics export - EMP043,OneDrive,2025-02-15
AST-EMP043-08,EMP043,knowledge-note,md,Knowledge summary notes - EMP043,OneDrive,2025-03-15
AST-EMP044-01,EMP044,presentation,pptx,Project update deck - EMP044,OneDrive,2025-02-15
AST-EMP044-02,EMP044,pdf,pdf,Process compliance document - EMP044,OneDrive,2025-02-16
AST-EMP044-03,EMP044,word,docx,Design specification - EMP044,OneDrive,2025-02-17
AST-EMP044-04,EMP044,text,txt,Shift handoff notes - EMP044,OneDrive,2025-02-18
AST-EMP044-05,EMP044,onenote,one,Lab observations notebook - EMP044,OneDrive,2025-02-19
AST-EMP044-06,EMP044,spreadsheet,xlsx,Budget tracker - EMP044,OneDrive,2025-02-26
AST-EMP044-07,EMP044,spreadsheet-csv,csv,Department metrics export - EMP044,OneDrive,2025-02-16
AST-EMP044-08,EMP044,knowledge-note,md,Knowledge summary notes - EMP044,OneDrive,2025-03-16
AST-EMP045-01,EMP045,presentation,pptx,Project update deck - EMP045,OneDrive,2025-02-16
AST-EMP045-02,EMP045,pdf,pdf,Process compliance document - EMP045,OneDrive,2025-02-17
AST-EMP045-03,EMP045,word,docx,Design specification - EMP045,OneDrive,2025-02-18
AST-EMP045-04,EMP045,text,txt,Shift handoff notes - EMP045,OneDrive,2025-02-19
AST-EMP045-05,EMP045,onenote,one,Lab observations notebook - EMP045,OneDrive,2025-02-20
AST-EMP045-06,EMP045,spreadsheet,xlsx,Vendor comparison - EMP045,OneDrive,2025-02-27
AST-EMP045-07,EMP045,spreadsheet-csv,csv,Department metrics export - EMP045,OneDrive,2025-02-17
AST-EMP045-08,EMP045,knowledge-note,md,Knowledge summary notes - EMP045,OneDrive,2025-03-17
AST-EMP046-01,EMP046,presentation,pptx,Project update deck - EMP046,OneDrive,2025-02-17
AST-EMP046-02,EMP046,pdf,pdf,Process compliance document - EMP046,OneDrive,2025-02-18
AST-EMP046-03,EMP046,word,docx,Design specification - EMP046,OneDrive,2025-02-19
AST-EMP046-04,EMP046,text,txt,Shift handoff notes - EMP046,OneDrive,2025-02-20
AST-EMP046-05,EMP046,onenote,one,Lab observations notebook - EMP046,OneDrive,2025-02-21
AST-EMP046-06,EMP046,spreadsheet,xlsx,Shift productivity report - EMP046,OneDrive,2025-02-28
AST-EMP046-07,EMP046,spreadsheet-csv,csv,Department metrics export - EMP046,OneDrive,2025-02-18
AST-EMP046-08,EMP046,knowledge-note,md,Knowledge summary notes - EMP046,OneDrive,2025-03-18
AST-EMP047-01,EMP047,presentation,pptx,Project update deck - EMP047,OneDrive,2025-02-18
AST-EMP047-02,EMP047,pdf,pdf,Process compliance document - EMP047,OneDrive,2025-02-19
AST-EMP047-03,EMP047,word,docx,Design specification - EMP047,OneDrive,2025-02-20
AST-EMP047-04,EMP047,text,txt,Shift handoff notes - EMP047,OneDrive,2025-02-21
AST-EMP047-05,EMP047,onenote,one,Lab observations notebook - EMP047,OneDrive,2025-02-22
AST-EMP047-06,EMP047,spreadsheet,xlsx,Experiment data log - EMP047,OneDrive,2025-03-01
AST-EMP047-07,EMP047,spreadsheet-csv,csv,Department metrics export - EMP047,OneDrive,2025-02-19
AST-EMP047-08,EMP047,knowledge-note,md,Knowledge summary notes - EMP047,OneDrive,2025-03-19
AST-EMP048-01,EMP048,presentation,pptx,Project update deck - EMP048,OneDrive,2025-02-19
AST-EMP048-02,EMP048,pdf,pdf,Process compliance document - EMP048,OneDrive,2025-02-20
AST-EMP048-03,EMP048,word,docx,Design specification - EMP048,OneDrive,2025-02-21
AST-EMP048-04,EMP048,text,txt,Shift handoff notes - EMP048,OneDrive,2025-02-22
AST-EMP048-05,EMP048,onenote,one,Lab observations notebook - EMP048,OneDrive,2025-02-23
AST-EMP048-06,EMP048,spreadsheet,xlsx,Project resource tracker - EMP048,OneDrive,2025-03-02
AST-EMP048-07,EMP048,spreadsheet-csv,csv,Department metrics export - EMP048,OneDrive,2025-02-20
AST-EMP048-08,EMP048,knowledge-note,md,Knowledge summary notes - EMP048,OneDrive,2025-03-20
AST-EMP049-01,EMP049,presentation,pptx,Project update deck - EMP049,OneDrive,2025-02-20
AST-EMP049-02,EMP049,pdf,pdf,Process compliance document - EMP049,OneDrive,2025-02-21
AST-EMP049-03,EMP049,word,docx,Design specification - EMP049,OneDrive,2025-02-22
AST-EMP049-04,EMP049,text,txt,Shift handoff notes - EMP049,OneDrive,2025-02-23
AST-EMP049-05,EMP049,onenote,one,Lab observations notebook - EMP049,OneDrive,2025-02-24
AST-EMP049-06,EMP049,spreadsheet,xlsx,Equipment inventory tracker - EMP049,OneDrive,2025-03-03
AST-EMP049-07,EMP049,spreadsheet-csv,csv,Department metrics export - EMP049,OneDrive,2025-02-21
AST-EMP049-08,EMP049,knowledge-note,md,Knowledge summary notes - EMP049,OneDrive,2025-03-21
AST-EMP050-01,EMP050,presentation,pptx,Project update deck - EMP050,OneDrive,2025-02-21
AST-EMP050-02,EMP050,pdf,pdf,Process compliance document - EMP050,OneDrive,2025-02-22
AST-EMP050-03,EMP050,word,docx,Design specification - EMP050,OneDrive,2025-02-23
AST-EMP050-04,EMP050,text,txt,Shift handoff notes - EMP050,OneDrive,2025-02-24
AST-EMP050-05,EMP050,onenote,one,Lab observations notebook - EMP050,OneDrive,2025-02-25
AST-EMP050-06,EMP050,spreadsheet,xlsx,Skills matrix - EMP050,OneDrive,2025-03-04
AST-EMP050-07,EMP050,spreadsheet-csv,csv,Department metrics export - EMP050,OneDrive,2025-02-22
AST-EMP050-08,EMP050,knowledge-note,md,Knowledge summary notes - EMP050,OneDrive,2025-03-22
AST-EMP051-01,EMP051,presentation,pptx,Project update deck - EMP051,OneDrive,2025-02-22
AST-EMP051-02,EMP051,pdf,pdf,Process compliance document - EMP051,OneDrive,2025-02-23
AST-EMP051-03,EMP051,word,docx,Design specification - EMP051,OneDrive,2025-02-24
AST-EMP051-04,EMP051,text,txt,Shift handoff notes - EMP051,OneDrive,2025-02-25
AST-EMP051-05,EMP051,onenote,one,Lab observations notebook - EMP051,OneDrive,2025-02-26
AST-EMP051-06,EMP051,spreadsheet,xlsx,System resource utilization - EMP051,OneDrive,2025-03-05
AST-EMP051-07,EMP051,spreadsheet-csv,csv,Department metrics export - EMP051,OneDrive,2025-02-23
AST-EMP051-08,EMP051,knowledge-note,md,Knowledge summary notes - EMP051,OneDrive,2025-03-23
AST-EMP052-01,EMP052,presentation,pptx,Project update deck - EMP052,OneDrive,2025-02-23
AST-EMP052-02,EMP052,pdf,pdf,Process compliance document - EMP052,OneDrive,2025-02-24
AST-EMP052-03,EMP052,word,docx,Design specification - EMP052,OneDrive,2025-02-25
AST-EMP052-04,EMP052,text,txt,Shift handoff notes - EMP052,OneDrive,2025-02-26
AST-EMP052-05,EMP052,onenote,one,Lab observations notebook - EMP052,OneDrive,2025-02-27
AST-EMP052-06,EMP052,spreadsheet,xlsx,Budget tracker - EMP052,OneDrive,2025-03-06
AST-EMP052-07,EMP052,spreadsheet-csv,csv,Department metrics export - EMP052,OneDrive,2025-02-24
AST-EMP052-08,EMP052,knowledge-note,md,Knowledge summary notes - EMP052,OneDrive,2025-03-24
AST-EMP053-01,EMP053,presentation,pptx,Project update deck - EMP053,OneDrive,2025-02-24
AST-EMP053-02,EMP053,pdf,pdf,Process compliance document - EMP053,OneDrive,2025-02-25
AST-EMP053-03,EMP053,word,docx,Design specification - EMP053,OneDrive,2025-02-26
AST-EMP053-04,EMP053,text,txt,Shift handoff notes - EMP053,OneDrive,2025-02-27
AST-EMP053-05,EMP053,onenote,one,Lab observations notebook - EMP053,OneDrive,2025-02-28
AST-EMP053-06,EMP053,spreadsheet,xlsx,Vendor comparison - EMP053,OneDrive,2025-03-07
AST-EMP053-07,EMP053,spreadsheet-csv,csv,Department metrics export - EMP053,OneDrive,2025-02-25
AST-EMP053-08,EMP053,knowledge-note,md,Knowledge summary notes - EMP053,OneDrive,2025-03-25
AST-EMP054-01,EMP054,presentation,pptx,Project update deck - EMP054,OneDrive,2025-02-25
AST-EMP054-02,EMP054,pdf,pdf,Process compliance document - EMP054,OneDrive,2025-02-26
AST-EMP054-03,EMP054,word,docx,Design specification - EMP054,OneDrive,2025-02-27
AST-EMP054-04,EMP054,text,txt,Shift handoff notes - EMP054,OneDrive,2025-02-28
AST-EMP054-05,EMP054,onenote,one,Lab observations notebook - EMP054,OneDrive,2025-03-01
AST-EMP054-06,EMP054,spreadsheet,xlsx,Shift productivity report - EMP054,OneDrive,2025-03-08
AST-EMP054-07,EMP054,spreadsheet-csv,csv,Department metrics export - EMP054,OneDrive,2025-02-26
AST-EMP054-08,EMP054,knowledge-note,md,Knowledge summary notes - EMP054,OneDrive,2025-03-26
AST-EMP055-01,EMP055,presentation,pptx,Project update deck - EMP055,OneDrive,2025-02-26
AST-EMP055-02,EMP055,pdf,pdf,Process compliance document - EMP055,OneDrive,2025-02-27
AST-EMP055-03,EMP055,word,docx,Design specification - EMP055,OneDrive,2025-02-28
AST-EMP055-04,EMP055,text,txt,Shift handoff notes - EMP055,OneDrive,2025-03-01
AST-EMP055-05,EMP055,onenote,one,Lab observations notebook - EMP055,OneDrive,2025-03-02
AST-EMP055-06,EMP055,spreadsheet,xlsx,Experiment data log - EMP055,OneDrive,2025-03-09
AST-EMP055-07,EMP055,spreadsheet-csv,csv,Department metrics export - EMP055,OneDrive,2025-02-27
AST-EMP055-08,EMP055,knowledge-note,md,Knowledge summary notes - EMP055,OneDrive,2025-03-27
AST-EMP056-01,EMP056,presentation,pptx,Project update deck - EMP056,OneDrive,2025-02-27
AST-EMP056-02,EMP056,pdf,pdf,Process compliance document - EMP056,OneDrive,2025-02-28
AST-EMP056-03,EMP056,word,docx,Design specification - EMP056,OneDrive,2025-03-01
AST-EMP056-04,EMP056,text,txt,Shift handoff notes - EMP056,OneDrive,2025-03-02
AST-EMP056-05,EMP056,onenote,one,Lab observations notebook - EMP056,OneDrive,2025-03-03
AST-EMP056-06,EMP056,spreadsheet,xlsx,Project resource tracker - EMP056,OneDrive,2025-03-10
AST-EMP056-07,EMP056,spreadsheet-csv,csv,Department metrics export - EMP056,OneDrive,2025-02-28
AST-EMP056-08,EMP056,knowledge-note,md,Knowledge summary notes - EMP056,OneDrive,2025-03-28
AST-EMP057-01,EMP057,presentation,pptx,Project update deck - EMP057,OneDrive,2025-02-28
AST-EMP057-02,EMP057,pdf,pdf,Process compliance document - EMP057,OneDrive,2025-03-01
AST-EMP057-03,EMP057,word,docx,Design specification - EMP057,OneDrive,2025-03-02
AST-EMP057-04,EMP057,text,txt,Shift handoff notes - EMP057,OneDrive,2025-03-03
AST-EMP057-05,EMP057,onenote,one,Lab observations notebook - EMP057,OneDrive,2025-03-04
AST-EMP057-06,EMP057,spreadsheet,xlsx,Equipment inventory tracker - EMP057,OneDrive,2025-03-11
AST-EMP057-07,EMP057,spreadsheet-csv,csv,Department metrics export - EMP057,OneDrive,2025-02-01
AST-EMP057-08,EMP057,knowledge-note,md,Knowledge summary notes - EMP057,OneDrive,2025-03-01
AST-EMP058-01,EMP058,presentation,pptx,Project update deck - EMP058,OneDrive,2025-03-01
AST-EMP058-02,EMP058,pdf,pdf,Process compliance document - EMP058,OneDrive,2025-03-02
AST-EMP058-03,EMP058,word,docx,Design specification - EMP058,OneDrive,2025-03-03
AST-EMP058-04,EMP058,text,txt,Shift handoff notes - EMP058,OneDrive,2025-03-04
AST-EMP058-05,EMP058,onenote,one,Lab observations notebook - EMP058,OneDrive,2025-03-05
AST-EMP058-06,EMP058,spreadsheet,xlsx,Skills matrix - EMP058,OneDrive,2025-03-12
AST-EMP058-07,EMP058,spreadsheet-csv,csv,Department metrics export - EMP058,OneDrive,2025-02-02
AST-EMP058-08,EMP058,knowledge-note,md,Knowledge summary notes - EMP058,OneDrive,2025-03-02
AST-EMP059-01,EMP059,presentation,pptx,Project update deck - EMP059,OneDrive,2025-03-02
AST-EMP059-02,EMP059,pdf,pdf,Process compliance document - EMP059,OneDrive,2025-03-03
AST-EMP059-03,EMP059,word,docx,Design specification - EMP059,OneDrive,2025-03-04
AST-EMP059-04,EMP059,text,txt,Shift handoff notes - EMP059,OneDrive,2025-03-05
AST-EMP059-05,EMP059,onenote,one,Lab observations notebook - EMP059,OneDrive,2025-03-06
AST-EMP059-06,EMP059,spreadsheet,xlsx,System resource utilization - EMP059,OneDrive,2025-03-13
AST-EMP059-07,EMP059,spreadsheet-csv,csv,Department metrics export - EMP059,OneDrive,2025-02-03
AST-EMP059-08,EMP059,knowledge-note,md,Knowledge summary notes - EMP059,OneDrive,2025-03-03
AST-EMP060-01,EMP060,presentation,pptx,Project update deck - EMP060,OneDrive,2025-03-03
AST-EMP060-02,EMP060,pdf,pdf,Process compliance document - EMP060,OneDrive,2025-03-04
AST-EMP060-03,EMP060,word,docx,Design specification - EMP060,OneDrive,2025-03-05
AST-EMP060-04,EMP060,text,txt,Shift handoff notes - EMP060,OneDrive,2025-03-06
AST-EMP060-05,EMP060,onenote,one,Lab observations notebook - EMP060,OneDrive,2025-03-07
AST-EMP060-06,EMP060,spreadsheet,xlsx,Budget tracker - EMP060,OneDrive,2025-03-14
AST-EMP060-07,EMP060,spreadsheet-csv,csv,Department metrics export - EMP060,OneDrive,2025-02-04
AST-EMP060-08,EMP060,knowledge-note,md,Knowledge summary notes - EMP060,OneDrive,2025-03-04
AST-EMP061-01,EMP061,presentation,pptx,Project update deck - EMP061,OneDrive,2025-03-04
AST-EMP061-02,EMP061,pdf,pdf,Process compliance document - EMP061,OneDrive,2025-03-05
AST-EMP061-03,EMP061,word,docx,Design specification - EMP061,OneDrive,2025-03-06
AST-EMP061-04,EMP061,text,txt,Shift handoff notes - EMP061,OneDrive,2025-03-07
AST-EMP061-05,EMP061,onenote,one,Lab observations notebook - EMP061,OneDrive,2025-03-08
AST-EMP061-06,EMP061,spreadsheet,xlsx,Vendor comparison - EMP061,OneDrive,2025-03-15
AST-EMP061-07,EMP061,spreadsheet-csv,csv,Department metrics export - EMP061,OneDrive,2025-02-05
AST-EMP061-08,EMP061,knowledge-note,md,Knowledge summary notes - EMP061,OneDrive,2025-03-05
AST-EMP062-01,EMP062,presentation,pptx,Project update deck - EMP062,OneDrive,2025-03-05
AST-EMP062-02,EMP062,pdf,pdf,Process compliance document - EMP062,OneDrive,2025-03-06
AST-EMP062-03,EMP062,word,docx,Design specification - EMP062,OneDrive,2025-03-07
AST-EMP062-04,EMP062,text,txt,Shift handoff notes - EMP062,OneDrive,2025-03-08
AST-EMP062-05,EMP062,onenote,one,Lab observations notebook - EMP062,OneDrive,2025-03-09
AST-EMP062-06,EMP062,spreadsheet,xlsx,Shift productivity report - EMP062,OneDrive,2025-03-16
AST-EMP062-07,EMP062,spreadsheet-csv,csv,Department metrics export - EMP062,OneDrive,2025-02-06
AST-EMP062-08,EMP062,knowledge-note,md,Knowledge summary notes - EMP062,OneDrive,2025-03-06
AST-EMP063-01,EMP063,presentation,pptx,Project update deck - EMP063,OneDrive,2025-03-06
AST-EMP063-02,EMP063,pdf,pdf,Process compliance document - EMP063,OneDrive,2025-03-07
AST-EMP063-03,EMP063,word,docx,Design specification - EMP063,OneDrive,2025-03-08
AST-EMP063-04,EMP063,text,txt,Shift handoff notes - EMP063,OneDrive,2025-03-09
AST-EMP063-05,EMP063,onenote,one,Lab observations notebook - EMP063,OneDrive,2025-03-10
AST-EMP063-06,EMP063,spreadsheet,xlsx,Experiment data log - EMP063,OneDrive,2025-03-17
AST-EMP063-07,EMP063,spreadsheet-csv,csv,Department metrics export - EMP063,OneDrive,2025-02-07
AST-EMP063-08,EMP063,knowledge-note,md,Knowledge summary notes - EMP063,OneDrive,2025-03-07
AST-EMP064-01,EMP064,presentation,pptx,Project update deck - EMP064,OneDrive,2025-03-07
AST-EMP064-02,EMP064,pdf,pdf,Process compliance document - EMP064,OneDrive,2025-03-08
AST-EMP064-03,EMP064,word,docx,Design specification - EMP064,OneDrive,2025-03-09
AST-EMP064-04,EMP064,text,txt,Shift handoff notes - EMP064,OneDrive,2025-03-10
AST-EMP064-05,EMP064,onenote,one,Lab observations notebook - EMP064,OneDrive,2025-03-11
AST-EMP064-06,EMP064,spreadsheet,xlsx,Project resource tracker - EMP064,OneDrive,2025-03-18
AST-EMP064-07,EMP064,spreadsheet-csv,csv,Department metrics export - EMP064,OneDrive,2025-02-08
AST-EMP064-08,EMP064,knowledge-note,md,Knowledge summary notes - EMP064,OneDrive,2025-03-08
AST-EMP065-01,EMP065,presentation,pptx,Project update deck - EMP065,OneDrive,2025-03-08
AST-EMP065-02,EMP065,pdf,pdf,Process compliance document - EMP065,OneDrive,2025-03-09
AST-EMP065-03,EMP065,word,docx,Design specification - EMP065,OneDrive,2025-03-10
AST-EMP065-04,EMP065,text,txt,Shift handoff notes - EMP065,OneDrive,2025-03-11
AST-EMP065-05,EMP065,onenote,one,Lab observations notebook - EMP065,OneDrive,2025-03-12
AST-EMP065-06,EMP065,spreadsheet,xlsx,Equipment inventory tracker - EMP065,OneDrive,2025-03-19
AST-EMP065-07,EMP065,spreadsheet-csv,csv,Department metrics export - EMP065,OneDrive,2025-02-09
AST-EMP065-08,EMP065,knowledge-note,md,Knowledge summary notes - EMP065,OneDrive,2025-03-09
AST-EMP066-01,EMP066,presentation,pptx,Project update deck - EMP066,OneDrive,2025-03-09
AST-EMP066-02,EMP066,pdf,pdf,Process compliance document - EMP066,OneDrive,2025-03-10
AST-EMP066-03,EMP066,word,docx,Design specification - EMP066,OneDrive,2025-03-11
AST-EMP066-04,EMP066,text,txt,Shift handoff notes - EMP066,OneDrive,2025-03-12
AST-EMP066-05,EMP066,onenote,one,Lab observations notebook - EMP066,OneDrive,2025-03-13
AST-EMP066-06,EMP066,spreadsheet,xlsx,Skills matrix - EMP066,OneDrive,2025-03-20
AST-EMP066-07,EMP066,spreadsheet-csv,csv,Department metrics export - EMP066,OneDrive,2025-02-10
AST-EMP066-08,EMP066,knowledge-note,md,Knowledge summary notes - EMP066,OneDrive,2025-03-10
AST-EMP067-01,EMP067,presentation,pptx,Project update deck - EMP067,OneDrive,2025-03-10
AST-EMP067-02,EMP067,pdf,pdf,Process compliance document - EMP067,OneDrive,2025-03-11
AST-EMP067-03,EMP067,word,docx,Design specification - EMP067,OneDrive,2025-03-12
AST-EMP067-04,EMP067,text,txt,Shift handoff notes - EMP067,OneDrive,2025-03-13
AST-EMP067-05,EMP067,onenote,one,Lab observations notebook - EMP067,OneDrive,2025-03-14
AST-EMP067-06,EMP067,spreadsheet,xlsx,System resource utilization - EMP067,OneDrive,2025-03-21
AST-EMP067-07,EMP067,spreadsheet-csv,csv,Department metrics export - EMP067,OneDrive,2025-02-11
AST-EMP067-08,EMP067,knowledge-note,md,Knowledge summary notes - EMP067,OneDrive,2025-03-11
AST-EMP068-01,EMP068,presentation,pptx,Project update deck - EMP068,OneDrive,2025-03-11
AST-EMP068-02,EMP068,pdf,pdf,Process compliance document - EMP068,OneDrive,2025-03-12
AST-EMP068-03,EMP068,word,docx,Design specification - EMP068,OneDrive,2025-03-13
AST-EMP068-04,EMP068,text,txt,Shift handoff notes - EMP068,OneDrive,2025-03-14
AST-EMP068-05,EMP068,onenote,one,Lab observations notebook - EMP068,OneDrive,2025-03-15
AST-EMP068-06,EMP068,spreadsheet,xlsx,Budget tracker - EMP068,OneDrive,2025-03-22
AST-EMP068-07,EMP068,spreadsheet-csv,csv,Department metrics export - EMP068,OneDrive,2025-02-12
AST-EMP068-08,EMP068,knowledge-note,md,Knowledge summary notes - EMP068,OneDrive,2025-03-12
AST-EMP069-01,EMP069,presentation,pptx,Project update deck - EMP069,OneDrive,2025-03-12
AST-EMP069-02,EMP069,pdf,pdf,Process compliance document - EMP069,OneDrive,2025-03-13
AST-EMP069-03,EMP069,word,docx,Design specification - EMP069,OneDrive,2025-03-14
AST-EMP069-04,EMP069,text,txt,Shift handoff notes - EMP069,OneDrive,2025-03-15
AST-EMP069-05,EMP069,onenote,one,Lab observations notebook - EMP069,OneDrive,2025-03-16
AST-EMP069-06,EMP069,spreadsheet,xlsx,Vendor comparison - EMP069,OneDrive,2025-03-23
AST-EMP069-07,EMP069,spreadsheet-csv,csv,Department metrics export - EMP069,OneDrive,2025-02-13
AST-EMP069-08,EMP069,knowledge-note,md,Knowledge summary notes - EMP069,OneDrive,2025-03-13
AST-EMP070-01,EMP070,presentation,pptx,Project update deck - EMP070,OneDrive,2025-03-13
AST-EMP070-02,EMP070,pdf,pdf,Process compliance document - EMP070,OneDrive,2025-03-14
AST-EMP070-03,EMP070,word,docx,Design specification - EMP070,OneDrive,2025-03-15
AST-EMP070-04,EMP070,text,txt,Shift handoff notes - EMP070,OneDrive,2025-03-16
AST-EMP070-05,EMP070,onenote,one,Lab observations notebook - EMP070,OneDrive,2025-03-17
AST-EMP070-06,EMP070,spreadsheet,xlsx,Shift productivity report - EMP070,OneDrive,2025-03-24
AST-EMP070-07,EMP070,spreadsheet-csv,csv,Department metrics export - EMP070,OneDrive,2025-02-14
AST-EMP070-08,EMP070,knowledge-note,md,Knowledge summary notes - EMP070,OneDrive,2025-03-14
AST-EMP071-01,EMP071,presentation,pptx,Project update deck - EMP071,OneDrive,2025-03-14
AST-EMP071-02,EMP071,pdf,pdf,Process compliance document - EMP071,OneDrive,2025-03-15
AST-EMP071-03,EMP071,word,docx,Design specification - EMP071,OneDrive,2025-03-16
AST-EMP071-04,EMP071,text,txt,Shift handoff notes - EMP071,OneDrive,2025-03-17
AST-EMP071-05,EMP071,onenote,one,Lab observations notebook - EMP071,OneDrive,2025-03-18
AST-EMP071-06,EMP071,spreadsheet,xlsx,Experiment data log - EMP071,OneDrive,2025-03-25
AST-EMP071-07,EMP071,spreadsheet-csv,csv,Department metrics export - EMP071,OneDrive,2025-02-15
AST-EMP071-08,EMP071,knowledge-note,md,Knowledge summary notes - EMP071,OneDrive,2025-03-15
AST-EMP072-01,EMP072,presentation,pptx,Project update deck - EMP072,OneDrive,2025-03-15
AST-EMP072-02,EMP072,pdf,pdf,Process compliance document - EMP072,OneDrive,2025-03-16
